DXCCSID,Region,Discharges,DischargesStdErr,MeanCharges,MeanLOS,MedianLOS,MedianCharges,MeanCost,MedianCost,MeanLOSStdErr,MeanChargesStdErr,MeanCostStdErr
255,1,520,100,29752,7.4,3,12173,8367,3956,1.746,8667,1958
255,2,635,139,7604,3.6,2,3494,2897,1330,0.751,1914,793
255,3,660,85,14616,3.8,2,5510,3528,1822,0.992,2150,585
255,4,0,0,10369,0,0,4523,0,0,0,2879,0
256,0,5180,1132,15382,3.9,2,8120,4027,2097,0.843,1469,349
256,1,0,0,12682,2.5,1,7000,3014,1763,0.336,1622,586
256,2,750,150,11030,2.5,2,4640,3590,1678,0.283,2176,646
256,3,1360,322,14721,0,0,6859,4418,2064,0,3338,1021
256,4,0,0,19041,4.6,2,10978,4490,2511,1.337,1594,348
257,0,22720,1428,49676,6.6,4,30037,14934,9920,0.57,2191,657
257,1,3310,413,53471,4.9,3,33376,14036,9248,0.464,5915,1436
257,2,6620,938,40505,6.9,5,24678,14188,9458,0.605,2728,1119
257,3,7455,691,49428,5.6,4,31886,14961,10772,0.315,3863,1151
257,4,5335,716,59780,8.7,4,34930,16499,9996,2.138,5807,1617
258,0,2540,168,15675,2,1,11371,4373,3332,0.114,796,230
258,1,760,125,15224,1.9,1,11948,3903,2940,0.205,1468,409
258,2,535,65,13129,2.1,1,8385,4140,2945,0.301,1497,444
258,3,730,66,16765,2.6,2,12493,4920,3793,0.224,1541,494
258,4,515,63,17570,1.5,1,12164,4551,4044,0.12,1808,337
259,0,103630,1883,30480,3.4,2,20166,8187,5683,0.05,564,116
259,1,20995,851,33573,3.6,2,22122,8684,6145,0.135,1403,241
259,2,22215,791,24145,3.3,2,16614,7763,5617,0.094,740,193
259,3,41910,1255,27622,3.5,2,19337,7319,5092,0.079,539,156
259,4,18510,788,41456,2.9,2,26481,10194,7006,0.101,2182,399
